Trip ID,Location,Country,Category,Visitor Name,Age,Gender,Rating,Accommodation Available,Accommodation Type,Accommodation Amount,Travel Start Date,Travel End Date,Transport Mode,Destination,Transport Cost
755,Cancun,Mexico,beach,Lisa Meyers,59,Male,1.3,Yes,Hostel,486,05/30/2024,06/04/2024,Bus,"Cancun, Mexico",286
756,Singapore,Singapore,urban,Thomas Ortiz,53,Female,2.4,Yes,Hostel,126,06/21/2024,06/25/2024,Train,"Singapore, Singapore",469
757,Cancun,Mexico,beach,Ashley Ryan,56,Female,5,Yes,Hostel,164,08/16/2024,08/28/2024,Cruise,"Cancun, Mexico",50
758,Paris,France,cultural,Sarah Ayala,65,Female,1,Yes,Guesthouse,328,12/31/2024,01/03/2025,Car Rental,"Paris, France",619
759,Barcelona,Spain,urban,Andrea Meyer,42,Male,4.8,Yes,Hostel,191,07/15/2024,07/28/2024,Flight,"Barcelona, Spain",816
760,Cancun,Mexico,beach,Emily Martinez,44,Female,3.4,Yes,Apartment,158,08/11/2024,08/21/2024,Cruise,"Cancun, Mexico",985
761,London,UK,urban,Christopher Campbell,53,Female,4.3,Yes,Apartment,150,04/25/2025,05/01/2025,Cruise,"London, UK",136
762,Cancun,Mexico,beach,Timothy Bowen,34,Female,2.4,Yes,Resort,440,01/22/2025,01/23/2025,Cruise,"Cancun, Mexico",802
763,Tokyo,Japan,urban,Theresa Luna,39,Male,4.5,Yes,Hotel,253,09/14/2024,09/24/2024,Car Rental,"Tokyo, Japan",66
764,Marrakech,Morocco,cultural,Deborah Jones,56,Female,2.3,Yes,Apartment,321,12/18/2024,12/19/2024,Cruise,"Marrakech, Morocco",458
765,Bora Bora,French Polynesia,beach,Dr. Kristin Brown PhD,63,Male,4.2,Yes,Hostel,96,10/09/2024,10/11/2024,Cruise,"Bora Bora, French Polynesia",285
766,Cape Town,South Africa,nature,Brandon Marks,62,Male,4.7,Yes,Apartment,407,07/02/2024,07/15/2024,Bus,"Cape Town, South Africa",164
767,Cancun,Mexico,beach,Robert Hansen,62,Female,4.9,Yes,Resort,330,12/10/2024,12/20/2024,Bus,"Cancun, Mexico",737
768,New York,USA,urban,Matthew Allen,18,Female,2.1,Yes,Apartment,139,03/18/2025,03/28/2025,Car Rental,"New York, USA",148
769,Singapore,Singapore,urban,Kimberly Bennett,46,Male,3.4,Yes,Hotel,58,01/21/2025,01/24/2025,Train,"Singapore, Singapore",712
770,Tokyo,Japan,urban,Cheryl Lloyd,38,Female,1.1,Yes,Apartment,166,06/12/2024,06/23/2024,Train,"Tokyo, Japan",891
771,London,UK,urban,Jenna Vasquez,52,Female,3.8,Yes,Hostel,280,05/12/2024,05/17/2024,Car Rental,"London, UK",824
772,Singapore,Singapore,urban,Michael Taylor,50,Male,4,Yes,Hotel,329,10/11/2024,10/23/2024,Train,"Singapore, Singapore",451
773,Bali,Indonesia,beach,Bryan Robbins,37,Male,3.7,Yes,Guesthouse,443,04/08/2025,04/22/2025,Cruise,"Bali, Indonesia",178
774,Venice,Italy,historical,Felicia Mahoney,49,Male,4,Yes,Hostel,170,03/29/2025,04/04/2025,Train,"Venice, Italy",114
775,Marrakech,Morocco,cultural,Bryan Goodman,55,Male,1.4,Yes,Guesthouse,332,11/16/2024,11/30/2024,Car Rental,"Marrakech, Morocco",731
776,Tokyo,Japan,urban,David Garner,23,Female,4.3,Yes,Guesthouse,251,11/27/2024,12/07/2024,Flight,"Tokyo, Japan",961
777,Tokyo,Japan,urban,Richard Vasquez,35,Male,4.9,Yes,Resort,310,11/23/2024,12/01/2024,Flight,"Tokyo, Japan",56
778,Cape Town,South Africa,nature,Russell Gonzalez,20,Male,1.1,Yes,Hotel,184,09/10/2024,09/12/2024,Flight,"Cape Town, South Africa",68
779,Sydney,Australia,beach,Sarah Oneal,39,Female,1.4,Yes,Hotel,134,01/16/2025,01/17/2025,Flight,"Sydney, Australia",77
780,Bora Bora,French Polynesia,beach,Megan Rodriguez,23,Female,4.7,Yes,Hotel,234,07/21/2024,07/30/2024,Car Rental,"Bora Bora, French Polynesia",924
781,Amsterdam,Netherlands,urban,Shannon Ward,39,Male,4.4,Yes,Hostel,365,01/29/2025,02/11/2025,Car Rental,"Amsterdam, Netherlands",683
782,Barcelona,Spain,urban,Michael King,68,Female,1.5,Yes,Resort,85,09/09/2024,09/18/2024,Bus,"Barcelona, Spain",818
783,Phuket,Thailand,beach,Diane Conrad,34,Female,4.9,Yes,Hostel,200,03/05/2025,03/07/2025,Flight,"Phuket, Thailand",289
784,Bali,Indonesia,beach,Kelly Buck,19,Male,4.4,Yes,Resort,234,02/06/2025,02/19/2025,Car Rental,"Bali, Indonesia",173
785,Rome,Italy,historical,Leslie Simon,27,Female,1,Yes,Guesthouse,267,11/12/2024,11/17/2024,Car Rental,"Rome, Italy",940
786,Amsterdam,Netherlands,urban,Christopher Schultz,56,Male,2.6,Yes,Guesthouse,252,10/28/2024,11/09/2024,Car Rental,"Amsterdam, Netherlands",817
787,Marrakech,Morocco,cultural,Michael Harmon,70,Female,2.7,Yes,Hotel,277,03/27/2025,04/02/2025,Cruise,"Marrakech, Morocco",620
788,Bangkok,Thailand,urban,Monique Carter,45,Male,2.6,Yes,Guesthouse,438,08/15/2024,08/25/2024,Bus,"Bangkok, Thailand",645
789,Barcelona,Spain,urban,Jay Johnston,59,Male,1,Yes,Apartment,112,04/14/2025,04/18/2025,Flight,"Barcelona, Spain",394
790,Amsterdam,Netherlands,urban,Cassandra Hughes,26,Female,2.5,Yes,Hotel,161,07/07/2024,07/12/2024,Bus,"Amsterdam, Netherlands",948
791,Phuket,Thailand,beach,Raymond Flores,40,Female,2.2,Yes,Apartment,471,11/24/2024,12/05/2024,Bus,"Phuket, Thailand",104
792,Paris,France,cultural,Tracey Gomez,28,Male,2,Yes,Resort,235,03/19/2025,04/02/2025,Train,"Paris, France",965
793,Barcelona,Spain,urban,Gregory Smith,29,Female,2.9,Yes,Apartment,274,03/20/2025,03/23/2025,Car Rental,"Barcelona, Spain",638
794,Istanbul,Turkey,historical,John Cantu,54,Male,4.5,Yes,Hostel,409,05/08/2024,05/10/2024,Car Rental,"Istanbul, Turkey",835
795,Sydney,Australia,beach,Sarah Sanchez,59,Male,1.8,Yes,Hostel,311,07/02/2024,07/05/2024,Train,"Sydney, Australia",841
796,Istanbul,Turkey,historical,Eric Garrett,63,Male,3.3,Yes,Hotel,162,04/27/2024,04/29/2024,Car Rental,"Istanbul, Turkey",283
797,Marrakech,Morocco,cultural,Francisco Watson,19,Male,4,Yes,Guesthouse,222,05/30/2024,06/01/2024,Bus,"Marrakech, Morocco",507
798,Singapore,Singapore,urban,Tim Ward,53,Female,2,Yes,Hostel,223,02/09/2025,02/14/2025,Train,"Singapore, Singapore",450
799,Marrakech,Morocco,cultural,Ellen Morgan,41,Female,4.4,Yes,Resort,336,11/02/2024,11/14/2024,Train,"Marrakech, Morocco",302
800,Barcelona,Spain,urban,Tony Pitts,45,Male,4.6,Yes,Resort,127,08/22/2024,08/25/2024,Flight,"Barcelona, Spain",340
801,New York,USA,urban,Melissa Webb,62,Female,3.7,Yes,Hotel,145,08/10/2024,08/14/2024,Car Rental,"New York, USA",97
802,Rome,Italy,historical,Michelle Martin,40,Female,2.2,Yes,Resort,438,09/19/2024,09/26/2024,Bus,"Rome, Italy",657
803,Bangkok,Thailand,urban,Gary Landry,31,Female,4.9,Yes,Guesthouse,81,07/21/2024,07/24/2024,Cruise,"Bangkok, Thailand",883
804,Phuket,Thailand,beach,Ann Hancock,70,Female,3.9,Yes,Guesthouse,151,06/07/2024,06/18/2024,Bus,"Phuket, Thailand",620
805,Marrakech,Morocco,cultural,Jessica Jones,29,Female,4.2,Yes,Resort,117,04/09/2025,04/16/2025,Flight,"Marrakech, Morocco",159
806,Venice,Italy,historical,Joshua Buchanan,37,Female,2.6,Yes,Apartment,385,04/21/2025,05/04/2025,Bus,"Venice, Italy",73
807,New York,USA,urban,Beth Parker,34,Female,3,Yes,Hotel,323,12/03/2024,12/06/2024,Cruise,"New York, USA",421
808,Bangkok,Thailand,urban,David Lopez,63,Male,1.3,Yes,Hotel,218,03/20/2025,03/25/2025,Cruise,"Bangkok, Thailand",232
809,Rome,Italy,historical,Lori Black,27,Male,1.2,Yes,Hotel,53,01/23/2025,01/31/2025,Train,"Rome, Italy",345
810,New York,USA,urban,Renee Pineda,42,Female,1.8,Yes,Hotel,83,09/02/2024,09/10/2024,Cruise,"New York, USA",480
811,Cancun,Mexico,beach,Kimberly Reeves,43,Female,3.5,Yes,Apartment,395,12/22/2024,12/27/2024,Flight,"Cancun, Mexico",733
812,Bali,Indonesia,beach,Tracy Frank,70,Female,4.1,Yes,Apartment,403,02/18/2025,03/04/2025,Flight,"Bali, Indonesia",468
813,Amsterdam,Netherlands,urban,Chris Foley,45,Female,4.4,Yes,Resort,163,08/12/2024,08/16/2024,Car Rental,"Amsterdam, Netherlands",385
814,New York,USA,urban,Dr. Patricia Goodwin,36,Female,1.4,Yes,Hostel,175,10/27/2024,10/28/2024,Bus,"New York, USA",664
815,Phuket,Thailand,beach,Cheryl Lawrence,65,Female,2.9,Yes,Hotel,147,08/15/2024,08/23/2024,Bus,"Phuket, Thailand",542
816,London,UK,urban,Keith Price,40,Male,3.2,Yes,Hostel,113,09/18/2024,09/24/2024,Flight,"London, UK",336
817,Singapore,Singapore,urban,Charles Hall,52,Female,2.1,Yes,Guesthouse,209,02/04/2025,02/18/2025,Car Rental,"Singapore, Singapore",203
818,Bora Bora,French Polynesia,beach,Christopher Taylor,20,Male,1.7,Yes,Apartment,413,02/23/2025,03/04/2025,Cruise,"Bora Bora, French Polynesia",641
819,Bali,Indonesia,beach,Robert Richardson,40,Male,3.4,Yes,Guesthouse,406,03/23/2025,03/25/2025,Train,"Bali, Indonesia",251
820,Paris,France,cultural,Kenneth Schwartz,29,Male,4.4,Yes,Resort,130,10/26/2024,10/29/2024,Car Rental,"Paris, France",267
821,Cape Town,South Africa,nature,Jesse Adams,47,Female,2.9,Yes,Guesthouse,304,12/25/2024,01/06/2025,Cruise,"Cape Town, South Africa",227
822,Cancun,Mexico,beach,Michael Hernandez,46,Male,4,Yes,Hostel,440,08/10/2024,08/12/2024,Bus,"Cancun, Mexico",360
823,Venice,Italy,historical,Brian Aguirre,52,Male,4.7,Yes,Apartment,96,09/04/2024,09/05/2024,Flight,"Venice, Italy",639
824,Singapore,Singapore,urban,Robert Lee,66,Male,1.5,Yes,Hotel,360,04/29/2024,05/01/2024,Flight,"Singapore, Singapore",124
825,Rome,Italy,historical,Jennifer Hensley,23,Female,3.9,Yes,Guesthouse,142,02/13/2025,02/16/2025,Train,"Rome, Italy",568
826,Barcelona,Spain,urban,Bryan May,48,Female,2.9,Yes,Hotel,438,02/01/2025,02/14/2025,Train,"Barcelona, Spain",491
827,Bali,Indonesia,beach,Michael Tucker,27,Male,3.5,Yes,Resort,443,11/05/2024,11/12/2024,Flight,"Bali, Indonesia",302
828,Tokyo,Japan,urban,Carolyn Guzman,29,Male,3.3,Yes,Resort,478,05/30/2024,06/01/2024,Car Rental,"Tokyo, Japan",521
829,Amsterdam,Netherlands,urban,Lawrence Crawford,50,Female,2.7,Yes,Hotel,301,03/05/2025,03/14/2025,Cruise,"Amsterdam, Netherlands",309
830,Istanbul,Turkey,historical,Hannah Harris,55,Female,4.1,Yes,Hotel,75,01/28/2025,02/01/2025,Bus,"Istanbul, Turkey",504
831,Marrakech,Morocco,cultural,Brandon West,64,Male,2.5,Yes,Guesthouse,133,01/03/2025,01/12/2025,Bus,"Marrakech, Morocco",240
832,Marrakech,Morocco,cultural,Joshua Bond,22,Male,3.4,Yes,Apartment,366,01/15/2025,01/27/2025,Bus,"Marrakech, Morocco",817
833,Cape Town,South Africa,nature,Becky Harris,47,Female,4.3,Yes,Resort,172,04/02/2025,04/08/2025,Car Rental,"Cape Town, South Africa",584
834,Amsterdam,Netherlands,urban,Michael Barnett,56,Male,4.1,Yes,Resort,477,12/27/2024,12/31/2024,Train,"Amsterdam, Netherlands",995
835,Tokyo,Japan,urban,Alexis Murillo,54,Male,2.5,Yes,Hostel,60,05/16/2024,05/28/2024,Flight,"Tokyo, Japan",810
836,Cancun,Mexico,beach,Jade Hall,32,Female,4.5,Yes,Resort,487,11/27/2024,12/07/2024,Bus,"Cancun, Mexico",402
837,New York,USA,urban,Melvin Wilson,19,Male,4.2,Yes,Hostel,176,10/02/2024,10/09/2024,Train,"New York, USA",486
838,New York,USA,urban,David Fernandez,38,Female,1.5,Yes,Hostel,487,08/15/2024,08/23/2024,Bus,"New York, USA",502
839,Dubai,UAE,urban,Michael Carter,35,Female,1.4,Yes,Apartment,233,01/23/2025,01/26/2025,Cruise,"Dubai, UAE",357
840,Cape Town,South Africa,nature,Brittany Espinoza,64,Male,4.3,Yes,Resort,453,02/15/2025,02/23/2025,Flight,"Cape Town, South Africa",543
841,Cape Town,South Africa,nature,Amanda Martin,66,Male,4.8,Yes,Guesthouse,114,05/11/2024,05/13/2024,Train,"Cape Town, South Africa",266
842,Phuket,Thailand,beach,Charles Harrison,18,Male,4.9,Yes,Resort,490,08/25/2024,09/01/2024,Flight,"Phuket, Thailand",109
843,Tokyo,Japan,urban,Joseph Williams,68,Female,2.8,Yes,Hotel,488,01/28/2025,02/08/2025,Cruise,"Tokyo, Japan",861
844,Bangkok,Thailand,urban,Jeffrey Perry,70,Male,3.6,Yes,Apartment,111,12/13/2024,12/15/2024,Car Rental,"Bangkok, Thailand",343
845,Marrakech,Morocco,cultural,Melissa Wright,47,Male,1.7,Yes,Apartment,374,04/16/2025,04/21/2025,Train,"Marrakech, Morocco",827
846,Paris,France,cultural,Linda Riley,38,Female,2,Yes,Hostel,222,09/07/2024,09/09/2024,Flight,"Paris, France",170
847,Sydney,Australia,beach,Mason Meza,22,Female,3.2,Yes,Apartment,109,11/20/2024,11/23/2024,Bus,"Sydney, Australia",381
848,Cancun,Mexico,beach,John Oconnor,19,Female,1.4,Yes,Apartment,120,01/23/2025,02/04/2025,Train,"Cancun, Mexico",479
849,Paris,France,cultural,Laurie Hogan,31,Male,3.3,Yes,Hostel,321,11/28/2024,12/09/2024,Train,"Paris, France",229
850,Marrakech,Morocco,cultural,Tracy Allen,38,Male,3.2,Yes,Hotel,400,10/08/2024,10/10/2024,Train,"Marrakech, Morocco",146
851,Barcelona,Spain,urban,Amy Clayton,54,Male,4.3,Yes,Hotel,313,01/05/2025,01/08/2025,Cruise,"Barcelona, Spain",179
852,New York,USA,urban,Laura King,37,Female,2.7,Yes,Hotel,271,07/14/2024,07/23/2024,Bus,"New York, USA",432
853,Singapore,Singapore,urban,Robert Green,22,Female,3.4,Yes,Guesthouse,181,06/26/2024,06/27/2024,Cruise,"Singapore, Singapore",345
854,Amsterdam,Netherlands,urban,Leslie Mcdaniel,29,Female,4.7,Yes,Hostel,214,03/12/2025,03/17/2025,Flight,"Amsterdam, Netherlands",349
855,Bali,Indonesia,beach,Tyler Wright,31,Male,1.7,Yes,Hostel,229,08/17/2024,08/27/2024,Bus,"Bali, Indonesia",396
856,Barcelona,Spain,urban,Angela Johnson,25,Male,4.3,Yes,Hostel,475,11/03/2024,11/05/2024,Flight,"Barcelona, Spain",341
857,Barcelona,Spain,urban,Brett Mendez,33,Female,4.2,Yes,Hotel,243,05/11/2024,05/13/2024,Car Rental,"Barcelona, Spain",329
858,Edinburgh,UK,historical,Jonathan Sims,18,Female,4.6,Yes,Resort,497,04/26/2024,05/10/2024,Train,"Edinburgh, UK",968
859,Bangkok,Thailand,urban,Cheryl Myers,48,Male,1,Yes,Resort,432,11/21/2024,11/28/2024,Car Rental,"Bangkok, Thailand",724
860,Phuket,Thailand,beach,Darin Conley,20,Male,1.7,Yes,Hostel,163,02/17/2025,02/24/2025,Flight,"Phuket, Thailand",625
861,Istanbul,Turkey,historical,April Collins,56,Male,3.9,Yes,Resort,136,04/23/2025,05/03/2025,Car Rental,"Istanbul, Turkey",192
862,Bali,Indonesia,beach,Alex Stokes,54,Female,3,Yes,Apartment,139,10/29/2024,11/04/2024,Car Rental,"Bali, Indonesia",146
863,Rome,Italy,historical,Isaac Lane,25,Male,4.2,Yes,Guesthouse,471,07/27/2024,07/28/2024,Train,"Rome, Italy",899
864,Paris,France,cultural,Sarah Hoover,53,Male,3.2,Yes,Resort,343,11/06/2024,11/07/2024,Car Rental,"Paris, France",579
865,Barcelona,Spain,urban,Jonathan Lee,56,Female,3.4,Yes,Guesthouse,492,10/04/2024,10/05/2024,Cruise,"Barcelona, Spain",784
866,Tokyo,Japan,urban,Eric Arnold,53,Female,4.8,Yes,Apartment,449,08/06/2024,08/12/2024,Bus,"Tokyo, Japan",205
867,Istanbul,Turkey,historical,Shawn Walker,33,Male,3.4,Yes,Resort,202,09/12/2024,09/21/2024,Train,"Istanbul, Turkey",247
868,Tokyo,Japan,urban,Nicole Ferguson,35,Female,3.4,Yes,Guesthouse,112,12/19/2024,12/24/2024,Flight,"Tokyo, Japan",716
869,Dubai,UAE,urban,Kimberly Horton,50,Female,3.6,Yes,Apartment,477,03/06/2025,03/15/2025,Car Rental,"Dubai, UAE",784
870,Cape Town,South Africa,nature,Ethan Mcdonald,69,Male,4.3,Yes,Hotel,497,02/27/2025,03/03/2025,Flight,"Cape Town, South Africa",351
871,Phuket,Thailand,beach,Tiffany Wilson,47,Female,2.2,Yes,Hotel,160,10/17/2024,10/23/2024,Train,"Phuket, Thailand",285
872,Edinburgh,UK,historical,Stephanie Baker,66,Female,1.4,Yes,Hotel,452,03/12/2025,03/19/2025,Car Rental,"Edinburgh, UK",154
873,Barcelona,Spain,urban,Joanna Castillo,54,Female,3.7,Yes,Resort,62,10/29/2024,11/03/2024,Car Rental,"Barcelona, Spain",193
874,Bali,Indonesia,beach,Kristine Dominguez,55,Male,1.8,Yes,Apartment,230,12/11/2024,12/16/2024,Cruise,"Bali, Indonesia",973
875,Cape Town,South Africa,nature,Raymond Dalton,45,Female,1.7,Yes,Hotel,140,10/04/2024,10/07/2024,Bus,"Cape Town, South Africa",398
876,Marrakech,Morocco,cultural,Laura Reyes,27,Male,3.1,Yes,Resort,153,08/08/2024,08/18/2024,Train,"Marrakech, Morocco",398
877,Rome,Italy,historical,Kelsey Hart,59,Female,1.5,Yes,Hostel,280,08/27/2024,09/05/2024,Car Rental,"Rome, Italy",646
878,Paris,France,cultural,Krystal Blair,21,Female,2.3,Yes,Hostel,144,04/26/2024,04/28/2024,Flight,"Paris, France",597
879,Paris,France,cultural,Joshua Williams,57,Female,2.8,Yes,Guesthouse,199,06/01/2024,06/07/2024,Cruise,"Paris, France",355
880,Istanbul,Turkey,historical,Angela Bridges,24,Male,2.3,Yes,Hotel,431,06/06/2024,06/15/2024,Cruise,"Istanbul, Turkey",577
881,Barcelona,Spain,urban,Jennifer Mcpherson,39,Female,2.9,Yes,Guesthouse,103,05/27/2024,06/10/2024,Bus,"Barcelona, Spain",939
882,Marrakech,Morocco,cultural,Raymond Walker,19,Male,2.1,Yes,Guesthouse,270,06/29/2024,07/02/2024,Cruise,"Marrakech, Morocco",456
883,Barcelona,Spain,urban,Arthur Curry,45,Female,1.7,Yes,Guesthouse,328,11/20/2024,11/22/2024,Bus,"Barcelona, Spain",732
884,Phuket,Thailand,beach,Jacqueline Burgess,50,Female,3.3,Yes,Resort,87,05/28/2024,06/06/2024,Flight,"Phuket, Thailand",708
885,New York,USA,urban,Christine Booth,27,Female,4.5,Yes,Apartment,67,07/20/2024,07/24/2024,Bus,"New York, USA",641
886,Istanbul,Turkey,historical,Edward Hammond,29,Female,1.1,Yes,Resort,497,03/22/2025,04/04/2025,Train,"Istanbul, Turkey",498
887,Bangkok,Thailand,urban,Luke Simmons,48,Female,1.8,Yes,Apartment,254,10/03/2024,10/08/2024,Cruise,"Bangkok, Thailand",413
888,Venice,Italy,historical,Steven Rose,18,Female,4.7,Yes,Resort,204,05/19/2024,05/23/2024,Flight,"Venice, Italy",838
889,Marrakech,Morocco,cultural,Jeremy Burke,50,Male,4.4,Yes,Hotel,468,05/07/2024,05/17/2024,Bus,"Marrakech, Morocco",830
890,New York,USA,urban,Taylor Ballard,49,Female,4.6,Yes,Hotel,190,04/27/2024,05/06/2024,Train,"New York, USA",513
891,Bora Bora,French Polynesia,beach,Stephanie Figueroa,18,Female,2.4,Yes,Apartment,194,12/19/2024,12/27/2024,Train,"Bora Bora, French Polynesia",57
892,New York,USA,urban,Melissa Massey,41,Male,3.9,Yes,Hotel,445,09/22/2024,10/03/2024,Car Rental,"New York, USA",212
893,Singapore,Singapore,urban,Samuel Stewart,30,Female,1.5,Yes,Hotel,345,05/17/2024,05/24/2024,Car Rental,"Singapore, Singapore",757
894,Cape Town,South Africa,nature,Kristin Hudson,67,Female,3.2,Yes,Hostel,438,06/20/2024,06/23/2024,Cruise,"Cape Town, South Africa",166
895,Singapore,Singapore,urban,Mrs. Katherine Stokes MD,19,Female,4.1,Yes,Hotel,497,07/11/2024,07/19/2024,Car Rental,"Singapore, Singapore",508
896,Barcelona,Spain,urban,Steve Garcia,31,Male,1.2,Yes,Hotel,122,12/08/2024,12/22/2024,Flight,"Barcelona, Spain",883
897,London,UK,urban,Roberta Macias,30,Male,4.9,Yes,Resort,327,10/02/2024,10/12/2024,Train,"London, UK",595
898,Bora Bora,French Polynesia,beach,Rita Donovan,19,Female,1.8,Yes,Guesthouse,405,10/23/2024,11/01/2024,Flight,"Bora Bora, French Polynesia",856
899,Venice,Italy,historical,James Lloyd,67,Male,3,Yes,Apartment,161,01/13/2025,01/22/2025,Bus,"Venice, Italy",625
900,Marrakech,Morocco,cultural,Michael Thomas,55,Male,3.2,Yes,Resort,460,04/20/2025,04/22/2025,Train,"Marrakech, Morocco",138
901,Sydney,Australia,beach,Melvin Ayers,55,Male,2.8,Yes,Hostel,369,03/13/2025,03/18/2025,Cruise,"Sydney, Australia",169
902,Phuket,Thailand,beach,Brian Lawson,20,Male,4.2,Yes,Hotel,349,02/22/2025,03/08/2025,Bus,"Phuket, Thailand",227
903,Tokyo,Japan,urban,Warren Allen,35,Female,4,Yes,Resort,272,05/28/2024,06/09/2024,Train,"Tokyo, Japan",368
904,Bangkok,Thailand,urban,Samuel Price,43,Female,3.8,Yes,Hostel,94,05/31/2024,06/03/2024,Cruise,"Bangkok, Thailand",503
905,Amsterdam,Netherlands,urban,Jennifer Kidd,44,Female,1.7,Yes,Apartment,79,04/03/2025,04/11/2025,Flight,"Amsterdam, Netherlands",445
906,Phuket,Thailand,beach,Albert Taylor,58,Female,1.1,Yes,Hostel,443,09/02/2024,09/10/2024,Car Rental,"Phuket, Thailand",780
907,Cape Town,South Africa,nature,Kara Smith,33,Male,4.2,Yes,Apartment,464,06/25/2024,06/29/2024,Car Rental,"Cape Town, South Africa",68
908,Singapore,Singapore,urban,Brianna Gonzalez,69,Female,3.3,Yes,Resort,130,11/02/2024,11/10/2024,Cruise,"Singapore, Singapore",367
909,Istanbul,Turkey,historical,Erica Payne,20,Male,2.7,Yes,Resort,278,12/05/2024,12/17/2024,Car Rental,"Istanbul, Turkey",772
910,London,UK,urban,April Bryant,52,Male,3.8,Yes,Guesthouse,166,05/31/2024,06/09/2024,Bus,"London, UK",125
911,Cape Town,South Africa,nature,Cassandra Taylor,45,Female,3.1,Yes,Guesthouse,422,10/25/2024,10/30/2024,Flight,"Cape Town, South Africa",314
912,Bali,Indonesia,beach,Johnny Craig,32,Male,3.8,Yes,Guesthouse,123,06/26/2024,07/01/2024,Car Rental,"Bali, Indonesia",351
913,New York,USA,urban,William Moran,57,Male,2.8,Yes,Hostel,211,01/12/2025,01/25/2025,Car Rental,"New York, USA",155
914,Bangkok,Thailand,urban,Cynthia Hernandez,36,Female,4,Yes,Hostel,376,04/03/2025,04/17/2025,Bus,"Bangkok, Thailand",75
915,Cancun,Mexico,beach,Corey Rodriguez,39,Female,1.6,Yes,Hostel,473,10/03/2024,10/09/2024,Flight,"Cancun, Mexico",681
916,Paris,France,cultural,Michael Aguilar,21,Male,2.8,Yes,Resort,468,10/31/2024,11/07/2024,Car Rental,"Paris, France",870
917,Paris,France,cultural,Amy Lawson,61,Male,4.4,Yes,Apartment,194,07/08/2024,07/19/2024,Bus,"Paris, France",380
918,Sydney,Australia,beach,Beverly Garcia,25,Male,3.3,Yes,Resort,192,09/20/2024,09/29/2024,Cruise,"Sydney, Australia",555
919,Singapore,Singapore,urban,Jason Hayden,52,Female,4.1,Yes,Hotel,175,02/06/2025,02/08/2025,Flight,"Singapore, Singapore",428
920,Bora Bora,French Polynesia,beach,Kimberly Chavez,36,Female,3.2,Yes,Hostel,433,07/12/2024,07/20/2024,Car Rental,"Bora Bora, French Polynesia",783
921,Marrakech,Morocco,cultural,Peter Garcia,34,Female,4,Yes,Guesthouse,401,01/25/2025,01/30/2025,Flight,"Marrakech, Morocco",593
922,Tokyo,Japan,urban,Stacey Jones,22,Male,1.4,Yes,Hotel,486,10/26/2024,11/06/2024,Flight,"Tokyo, Japan",687
923,Dubai,UAE,urban,Amy Castro,19,Male,1.4,Yes,Hotel,481,09/08/2024,09/12/2024,Train,"Dubai, UAE",577
924,Bali,Indonesia,beach,Sylvia Espinoza,41,Male,2.9,Yes,Hotel,302,09/17/2024,09/28/2024,Train,"Bali, Indonesia",608
925,Rome,Italy,historical,Tracy Walker,54,Male,1.3,Yes,Hotel,483,02/10/2025,02/24/2025,Bus,"Rome, Italy",164
926,Tokyo,Japan,urban,Jason Acosta,34,Female,4.2,Yes,Hostel,283,06/21/2024,06/22/2024,Cruise,"Tokyo, Japan",774
927,Amsterdam,Netherlands,urban,Stephen Ward,57,Male,4,Yes,Apartment,324,04/30/2024,05/01/2024,Car Rental,"Amsterdam, Netherlands",232
928,Singapore,Singapore,urban,Matthew Malone,63,Male,1.4,Yes,Apartment,89,07/12/2024,07/24/2024,Train,"Singapore, Singapore",849
929,Dubai,UAE,urban,Justin Li,18,Female,3.3,Yes,Resort,148,12/13/2024,12/23/2024,Cruise,"Dubai, UAE",191
930,Cancun,Mexico,beach,Christine Thomas,65,Male,3.9,Yes,Resort,471,07/11/2024,07/19/2024,Cruise,"Cancun, Mexico",218
931,Tokyo,Japan,urban,Curtis Patel,31,Male,1.5,Yes,Resort,289,05/27/2024,06/04/2024,Flight,"Tokyo, Japan",661
932,Bora Bora,French Polynesia,beach,Amber Martinez,66,Female,4.7,Yes,Guesthouse,205,09/14/2024,09/20/2024,Flight,"Bora Bora, French Polynesia",500
933,Paris,France,cultural,Sandra Padilla,54,Female,1.6,Yes,Apartment,471,07/16/2024,07/17/2024,Car Rental,"Paris, France",544
934,Phuket,Thailand,beach,Jeffery Norris,64,Male,4.1,Yes,Apartment,68,11/13/2024,11/19/2024,Flight,"Phuket, Thailand",798
935,Amsterdam,Netherlands,urban,Alexandra Livingston,23,Male,3.2,Yes,Apartment,429,03/08/2025,03/20/2025,Cruise,"Amsterdam, Netherlands",870
936,Sydney,Australia,beach,Aaron Smith,48,Female,1.3,Yes,Hostel,328,06/29/2024,07/12/2024,Car Rental,"Sydney, Australia",809
937,Paris,France,cultural,Megan Brown,22,Female,2.3,Yes,Resort,482,05/06/2024,05/13/2024,Train,"Paris, France",522
938,New York,USA,urban,Jared Brown,58,Male,2.1,Yes,Apartment,114,01/24/2025,01/30/2025,Flight,"New York, USA",369
939,Bangkok,Thailand,urban,Debra Wright,52,Female,1.4,Yes,Guesthouse,342,03/31/2025,04/12/2025,Cruise,"Bangkok, Thailand",382
940,Marrakech,Morocco,cultural,Jason Phillips,54,Female,4.3,Yes,Hotel,495,09/11/2024,09/12/2024,Cruise,"Marrakech, Morocco",364
941,Bora Bora,French Polynesia,beach,Marcia Young,66,Female,2.9,Yes,Resort,147,08/28/2024,09/03/2024,Car Rental,"Bora Bora, French Polynesia",588
